timestamp,mode,voltage_v,current_a,apparent_w,true_w,wh_interval,wh_cumulative,kwh_cumulative,cost_rs,alert_active,alert_messages
2026-06-14T12:48:53,normal,231.19,0.8103,187.35,187.35,0.052036,11.5396,0.01154,0.0923,False,
2026-06-14T12:48:53,high,229.9,14.5276,3339.91,3339.91,0.92775,68.6326,0.068633,0.5491,True,OVERLOAD: 3340W > 2000W limit; WARNING: Approaching limit (3340W)
2026-06-14T12:48:53,overload,226.12,22.9649,5192.93,5192.93,1.44245,32.4406,0.032441,0.2595,True,OVERLOAD: 5193W > 2000W limit; WARNING: Approaching limit (5193W)
2026-06-14T12:48:54,normal,230.75,0.8638,199.33,199.33,0.055367,11.5949,0.011595,0.0928,False,
2026-06-14T12:48:54,high,228.57,14.7998,3382.85,3382.85,0.939664,69.5723,0.069572,0.5566,True,OVERLOAD: 3383W > 2000W limit; WARNING: Approaching limit (3383W)
2026-06-14T12:48:54,overload,228.26,21.5373,4916.09,4916.09,1.365583,33.8062,0.033806,0.2704,True,OVERLOAD: 4916W > 2000W limit; WARNING: Approaching limit (4916W)
2026-06-14T12:48:55,normal,231.43,0.8281,191.65,191.65,0.053236,11.6482,0.011648,0.0932,False,
2026-06-14T12:48:55,high,228.82,15.5235,3552.05,3552.05,0.986692,70.559,0.070559,0.5645,True,OVERLOAD: 3552W > 2000W limit; WARNING: Approaching limit (3552W)
2026-06-14T12:48:55,overload,231.09,20.9511,4841.54,4841.54,1.344886,35.1511,0.035151,0.2812,True,OVERLOAD: 4842W > 2000W limit; WARNING: Approaching limit (4842W)
2026-06-14T12:48:56,normal,233.64,0.7985,186.55,186.55,0.051822,11.7,0.0117,0.0936,False,
2026-06-14T12:48:56,high,229.65,14.5455,3340.4,3340.4,0.927881,71.4868,0.071487,0.5719,True,OVERLOAD: 3340W > 2000W limit; WARNING: Approaching limit (3340W)
2026-06-14T12:48:56,overload,228.63,22.6143,5170.37,5170.37,1.436197,36.5873,0.036587,0.2927,True,OVERLOAD: 5170W > 2000W limit; WARNING: Approaching limit (5170W)
2026-06-14T12:48:57,multi,225.89,11.0875,2504.51,2504.51,0.695711,0.6957,0.000696,0.0056,True,OVERLOAD: 2505W > 2000W limit; WARNING: Approaching limit (2505W)
2026-06-14T12:48:57,normal,232.88,0.7819,182.1,182.1,0.050581,11.7506,0.011751,0.094,False,
2026-06-14T12:48:57,high,234.51,14.9236,3499.78,3499.78,0.972147,72.459,0.072459,0.5797,True,OVERLOAD: 3500W > 2000W limit; WARNING: Approaching limit (3500W)
2026-06-14T12:48:57,overload,229.75,20.8316,4786.06,4786.06,1.329461,37.9167,0.037917,0.3033,True,OVERLOAD: 4786W > 2000W limit; WARNING: Approaching limit (4786W)
2026-06-14T12:48:58,multi,232.76,10.5791,2462.4,2462.4,0.683997,1.3797,0.00138,0.011,True,OVERLOAD: 2462W > 2000W limit; WARNING: Approaching limit (2462W)
2026-06-14T12:48:58,normal,228.96,0.8024,183.71,183.71,0.051033,11.8016,0.011802,0.0944,False,
2026-06-14T12:48:58,high,225.48,14.9727,3376.08,3376.08,0.937789,73.3968,0.073397,0.5872,True,OVERLOAD: 3376W > 2000W limit; WARNING: Approaching limit (3376W)
2026-06-14T12:48:58,overload,225.11,22.0242,4957.89,4957.89,1.377186,39.2939,0.039294,0.3144,True,OVERLOAD: 4958W > 2000W limit; WARNING: Approaching limit (4958W)
2026-06-14T12:48:59,multi,228.28,10.6132,2422.77,2422.77,0.672994,2.0527,0.002053,0.0164,True,OVERLOAD: 2423W > 2000W limit; WARNING: Approaching limit (2423W)
2026-06-14T12:48:59,normal,229.76,0.7859,180.57,180.57,0.050158,11.8518,0.011852,0.0948,False,
2026-06-14T12:48:59,high,227.53,14.1673,3223.51,3223.51,0.895414,74.2922,0.074292,0.5943,True,OVERLOAD: 3224W > 2000W limit; WARNING: Approaching limit (3224W)
2026-06-14T12:48:59,overload,232.09,22.3682,5191.48,5191.48,1.442067,40.736,0.040736,0.3259,True,OVERLOAD: 5191W > 2000W limit; WARNING: Approaching limit (5191W)
2026-06-14T12:49:00,multi,230.75,11.2519,2596.42,2596.42,0.721217,2.7739,0.002774,0.0222,True,OVERLOAD: 2596W > 2000W limit; WARNING: Approaching limit (2596W)
2026-06-14T12:49:00,normal,225.37,0.8541,192.5,192.5,0.053469,11.9052,0.011905,0.0952,False,
2026-06-14T12:49:00,high,234.3,14.9363,3499.53,3499.53,0.972106,75.2643,0.075264,0.6021,True,OVERLOAD: 3500W > 2000W limit; WARNING: Approaching limit (3500W)
2026-06-14T12:49:00,overload,228.42,22.0682,5040.82,5040.82,1.400228,42.1362,0.042136,0.3371,True,OVERLOAD: 5041W > 2000W limit; WARNING: Approaching limit (5041W)
2026-06-14T12:49:01,multi,233.81,10.7332,2509.51,2509.51,0.697092,3.471,0.003471,0.0278,True,OVERLOAD: 2510W > 2000W limit; WARNING: Approaching limit (2510W)
2026-06-14T12:49:01,normal,229.62,0.8251,189.46,189.46,0.052628,11.9579,0.011958,0.0957,False,
2026-06-14T12:49:01,high,230.27,14.9644,3445.78,3445.78,0.957181,76.2215,0.076221,0.6098,True,OVERLOAD: 3446W > 2000W limit; WARNING: Approaching limit (3446W)
2026-06-14T12:49:01,overload,225.87,22.4588,5072.69,5072.69,1.409103,43.5453,0.043545,0.3484,True,OVERLOAD: 5073W > 2000W limit; WARNING: Approaching limit (5073W)
2026-06-14T12:49:02,multi,230.83,10.3569,2390.71,2390.71,0.664078,4.1351,0.004135,0.0331,True,OVERLOAD: 2391W > 2000W limit; WARNING: Approaching limit (2391W)
2026-06-14T12:49:02,normal,225.86,0.8475,191.42,191.42,0.053172,12.011,0.012011,0.0961,False,
2026-06-14T12:49:02,high,228.95,14.4904,3317.6,3317.6,0.92155,77.143,0.077143,0.6171,True,OVERLOAD: 3318W > 2000W limit; WARNING: Approaching limit (3318W)
2026-06-14T12:49:02,overload,225.8,21.6793,4895.18,4895.18,1.359775,44.9051,0.044905,0.3592,True,OVERLOAD: 4895W > 2000W limit; WARNING: Approaching limit (4895W)
2026-06-14T12:49:03,multi,225.71,10.9195,2464.62,2464.62,0.684622,4.8197,0.00482,0.0386,True,OVERLOAD: 2465W > 2000W limit; WARNING: Approaching limit (2465W)
2026-06-14T12:49:03,normal,227.63,0.839,190.99,190.99,0.05305,12.0641,0.012064,0.0965,False,
2026-06-14T12:49:03,high,231.58,18.0217,4173.55,4173.55,1.159297,78.3023,0.078302,0.6264,True,OVERLOAD: 4174W > 2000W limit; WARNING: Approaching limit (4174W); SPIKE: Transient load spike detected
2026-06-14T12:49:03,overload,227.45,22.0862,5023.62,5023.62,1.395419,46.3005,0.046301,0.3704,True,OVERLOAD: 5024W > 2000W limit; WARNING: Approaching limit (5024W)
2026-06-14T12:49:04,multi,231.59,10.4296,2415.35,2415.35,0.670942,5.4907,0.005491,0.0439,True,OVERLOAD: 2415W > 2000W limit; WARNING: Approaching limit (2415W)
2026-06-14T12:49:04,normal,231.85,0.7962,184.59,184.59,0.051278,12.1154,0.012115,0.0969,False,
2026-06-14T12:49:04,high,225.78,14.6902,3316.7,3316.7,0.921319,79.2237,0.079224,0.6338,True,OVERLOAD: 3317W > 2000W limit; WARNING: Approaching limit (3317W)
2026-06-14T12:49:04,overload,226.26,23.1122,5229.46,5229.46,1.452603,47.7531,0.047753,0.382,True,OVERLOAD: 5229W > 2000W limit; WARNING: Approaching limit (5229W)
2026-06-14T12:49:05,multi,226.44,10.6526,2412.14,2412.14,0.670047,6.1607,0.006161,0.0493,True,OVERLOAD: 2412W > 2000W limit; WARNING: Approaching limit (2412W)
2026-06-14T12:49:05,normal,229.86,0.8598,197.63,197.63,0.054897,12.1703,0.01217,0.0974,False,
2026-06-14T12:49:05,high,227.75,14.4952,3301.23,3301.23,0.917022,80.1407,0.080141,0.6411,True,OVERLOAD: 3301W > 2000W limit; WARNING: Approaching limit (3301W)
2026-06-14T12:49:05,overload,228.62,22.1355,5060.6,5060.6,1.405728,49.1588,0.049159,0.3933,True,OVERLOAD: 5061W > 2000W limit; WARNING: Approaching limit (5061W)
2026-06-14T12:49:06,multi,228.45,11.2507,2570.28,2570.28,0.71395,6.8747,0.006875,0.055,True,OVERLOAD: 2570W > 2000W limit; WARNING: Approaching limit (2570W)
2026-06-14T12:49:06,normal,230.48,0.8421,194.09,194.09,0.053914,12.2242,0.012224,0.0978,False,
2026-06-14T12:49:06,high,231.29,15.3878,3559.04,3559.04,0.988622,81.1293,0.081129,0.649,True,OVERLOAD: 3559W > 2000W limit; WARNING: Approaching limit (3559W)
2026-06-14T12:49:06,overload,233.64,21.2444,4963.47,4963.47,1.378761,50.5376,0.050538,0.4043,True,OVERLOAD: 4963W > 2000W limit; WARNING: Approaching limit (4963W)
2026-06-14T12:49:07,multi,234.5,10.2776,2410.11,2410.11,0.669472,7.5441,0.007544,0.0604,True,OVERLOAD: 2410W > 2000W limit; WARNING: Approaching limit (2410W)
2026-06-14T12:49:07,normal,226.26,1.0542,238.53,238.53,0.066256,12.2904,0.01229,0.0983,True,SPIKE: Transient load spike detected
2026-06-14T12:49:07,high,233.05,14.3312,3339.92,3339.92,0.927747,82.057,0.082057,0.6565,True,OVERLOAD: 3340W > 2000W limit; WARNING: Approaching limit (3340W)
2026-06-14T12:49:07,overload,227.53,22.6571,5155.2,5155.2,1.431992,51.9696,0.05197,0.4158,True,OVERLOAD: 5155W > 2000W limit; WARNING: Approaching limit (5155W)
2026-06-14T12:49:08,multi,225.56,11.2287,2532.74,2532.74,0.703542,8.2477,0.008248,0.066,True,OVERLOAD: 2533W > 2000W limit; WARNING: Approaching limit (2533W)
2026-06-14T12:49:08,normal,230.75,0.8536,196.97,196.97,0.054714,12.3451,0.012345,0.0988,False,
2026-06-14T12:49:08,high,227.96,15.2583,3478.33,3478.33,0.966189,83.0232,0.083023,0.6642,True,OVERLOAD: 3478W > 2000W limit; WARNING: Approaching limit (3478W)
2026-06-14T12:49:08,overload,230.4,22.0545,5081.28,5081.28,1.411489,53.3811,0.053381,0.427,True,OVERLOAD: 5081W > 2000W limit; WARNING: Approaching limit (5081W)
2026-06-14T12:49:09,multi,228.47,10.4436,2386.1,2386.1,0.662792,8.9105,0.00891,0.0713,True,OVERLOAD: 2386W > 2000W limit; WARNING: Approaching limit (2386W)
2026-06-14T12:49:09,normal,230.19,0.8355,192.33,192.33,0.053422,12.3986,0.012399,0.0992,False,
2026-06-14T12:49:09,high,234.04,14.7917,3461.87,3461.87,0.961625,83.9849,0.083985,0.6719,True,OVERLOAD: 3462W > 2000W limit; WARNING: Approaching limit (3462W)
2026-06-14T12:49:09,overload,233.86,25.4589,5953.95,5953.95,1.653839,55.0349,0.055035,0.4403,True,OVERLOAD: 5954W > 2000W limit; WARNING: Approaching limit (5954W); SPIKE: Transient load spike detected
2026-06-14T12:49:10,multi,230.05,11.354,2611.98,2611.98,0.725553,9.636,0.009636,0.0771,True,OVERLOAD: 2612W > 2000W limit; WARNING: Approaching limit (2612W)
2026-06-14T12:49:10,normal,229.07,0.8523,195.24,195.24,0.054233,12.4528,0.012453,0.0996,False,
2026-06-14T12:49:10,high,230.17,14.1812,3264.08,3264.08,0.906692,84.8915,0.084892,0.6791,True,OVERLOAD: 3264W > 2000W limit; WARNING: Approaching limit (3264W)
2026-06-14T12:49:10,overload,231.14,21.0291,4860.67,4860.67,1.350186,56.3851,0.056385,0.4511,True,OVERLOAD: 4861W > 2000W limit; WARNING: Approaching limit (4861W)
2026-06-14T12:49:11,multi,232.57,10.4749,2436.16,2436.16,0.676708,10.3127,0.010313,0.0825,True,OVERLOAD: 2436W > 2000W limit; WARNING: Approaching limit (2436W)
2026-06-14T12:49:11,normal,227.07,0.8773,199.2,199.2,0.055336,12.5081,0.012508,0.1001,False,
2026-06-14T12:49:11,high,229.82,15.1871,3490.24,3490.24,0.969528,85.8611,0.085861,0.6869,True,OVERLOAD: 3490W > 2000W limit; WARNING: Approaching limit (3490W)
2026-06-14T12:49:11,overload,227.87,22.9638,5232.78,5232.78,1.453544,57.8387,0.057839,0.4627,True,OVERLOAD: 5233W > 2000W limit; WARNING: Approaching limit (5233W)
2026-06-14T12:49:12,multi,234.59,10.5334,2471.05,2471.05,0.686397,10.9991,0.010999,0.088,True,OVERLOAD: 2471W > 2000W limit; WARNING: Approaching limit (2471W)
2026-06-14T12:49:12,normal,231.79,0.7799,180.77,180.77,0.050214,12.5583,0.012558,0.1005,False,
2026-06-14T12:49:12,high,231.17,14.5819,3370.86,3370.86,0.936361,86.7974,0.086797,0.6944,True,OVERLOAD: 3371W > 2000W limit; WARNING: Approaching limit (3371W)
2026-06-14T12:49:12,overload,225.51,23.1084,5211.18,5211.18,1.44755,59.2862,0.059286,0.4743,True,OVERLOAD: 5211W > 2000W limit; WARNING: Approaching limit (5211W)
2026-06-14T12:49:13,multi,228.97,10.7062,2451.4,2451.4,0.680944,11.6801,0.01168,0.0934,True,OVERLOAD: 2451W > 2000W limit; WARNING: Approaching limit (2451W)
2026-06-14T12:49:13,normal,230.8,0.7934,183.12,183.12,0.050867,12.6092,0.012609,0.1009,False,
2026-06-14T12:49:13,high,225.21,15.0472,3388.72,3388.72,0.941328,87.7388,0.087739,0.7019,True,OVERLOAD: 3389W > 2000W limit; WARNING: Approaching limit (3389W)
2026-06-14T12:49:13,overload,234.84,20.8154,4888.21,4888.21,1.357858,60.6441,0.060644,0.4852,True,OVERLOAD: 4888W > 2000W limit; WARNING: Approaching limit (4888W)
2026-06-14T12:49:14,multi,225.34,10.6107,2391.0,2391.0,0.664172,12.3442,0.012344,0.0988,True,OVERLOAD: 2391W > 2000W limit; WARNING: Approaching limit (2391W)
2026-06-14T12:49:14,normal,228.97,0.8168,187.03,187.03,0.05195,12.6612,0.012661,0.1013,False,
2026-06-14T12:49:14,high,232.4,14.748,3427.43,3427.43,0.952067,88.6908,0.088691,0.7095,True,OVERLOAD: 3427W > 2000W limit; WARNING: Approaching limit (3427W)
2026-06-14T12:49:14,overload,234.63,22.2727,5225.84,5225.84,1.451622,62.0957,0.062096,0.4968,True,OVERLOAD: 5226W > 2000W limit; WARNING: Approaching limit (5226W)
2026-06-14T12:49:15,multi,233.52,10.1376,2367.32,2367.32,0.657592,13.0018,0.013002,0.104,True,OVERLOAD: 2367W > 2000W limit; WARNING: Approaching limit (2367W)
2026-06-14T12:49:15,normal,230.75,0.8181,188.78,188.78,0.052439,12.7136,0.012714,0.1017,False,
2026-06-14T12:49:15,high,231.51,14.6851,3399.71,3399.71,0.944375,89.6352,0.089635,0.7171,True,OVERLOAD: 3400W > 2000W limit; WARNING: Approaching limit (3400W)
2026-06-14T12:49:15,overload,231.47,20.7053,4792.65,4792.65,1.331294,63.427,0.063427,0.5074,True,OVERLOAD: 4793W > 2000W limit; WARNING: Approaching limit (4793W)
2026-06-14T12:49:16,multi,232.48,10.3695,2410.72,2410.72,0.669639,13.6715,0.013671,0.1094,True,OVERLOAD: 2411W > 2000W limit; WARNING: Approaching limit (2411W)
2026-06-14T12:49:16,normal,231.2,0.8292,191.72,191.72,0.053253,12.7669,0.012767,0.1021,False,
2026-06-14T12:49:16,high,225.76,15.0661,3401.36,3401.36,0.944811,90.58,0.09058,0.7246,True,OVERLOAD: 3401W > 2000W limit; WARNING: Approaching limit (3401W)
2026-06-14T12:49:16,overload,234.03,22.276,5213.32,5213.32,1.448125,64.8751,0.064875,0.519,True,OVERLOAD: 5213W > 2000W limit; WARNING: Approaching limit (5213W)
2026-06-14T12:49:17,multi,232.59,10.4533,2431.34,2431.34,0.675369,14.3468,0.014347,0.1148,True,OVERLOAD: 2431W > 2000W limit; WARNING: Approaching limit (2431W)
2026-06-14T12:49:17,normal,226.75,0.8132,184.38,184.38,0.051219,12.8181,0.012818,0.1025,False,
2026-06-14T12:49:17,high,228.26,14.6194,3337.09,3337.09,0.92695,91.507,0.091507,0.7321,True,OVERLOAD: 3337W > 2000W limit; WARNING: Approaching limit (3337W)
2026-06-14T12:49:17,overload,227.22,22.7283,5164.39,5164.39,1.434533,66.3096,0.06631,0.5305,True,OVERLOAD: 5164W > 2000W limit; WARNING: Approaching limit (5164W)
2026-06-14T12:49:18,multi,227.57,10.6654,2427.11,2427.11,0.674203,15.021,0.015021,0.1202,True,OVERLOAD: 2427W > 2000W limit; WARNING: Approaching limit (2427W)
2026-06-14T12:49:18,normal,225.7,0.8429,190.25,190.25,0.052844,12.8709,0.012871,0.103,False,
2026-06-14T12:49:18,high,231.14,15.3737,3553.43,3553.43,0.987078,92.494,0.092494,0.74,True,OVERLOAD: 3553W > 2000W limit; WARNING: Approaching limit (3553W)
2026-06-14T12:49:18,overload,230.3,21.8006,5020.68,5020.68,1.394633,67.7043,0.067704,0.5416,True,OVERLOAD: 5021W > 2000W limit; WARNING: Approaching limit (5021W)
2026-06-14T12:49:19,multi,230.63,10.9728,2530.69,2530.69,0.702961,15.724,0.015724,0.1258,True,OVERLOAD: 2531W > 2000W limit; WARNING: Approaching limit (2531W)
2026-06-14T12:49:19,normal,234.49,0.781,183.13,183.13,0.050872,12.9218,0.012922,0.1034,False,
2026-06-14T12:49:19,high,232.81,15.1565,3528.61,3528.61,0.980161,93.4742,0.093474,0.7478,True,OVERLOAD: 3529W > 2000W limit; WARNING: Approaching limit (3529W)
2026-06-14T12:49:19,overload,225.77,22.6652,5117.12,5117.12,1.421422,69.1257,0.069126,0.553,True,OVERLOAD: 5117W > 2000W limit; WARNING: Approaching limit (5117W)
2026-06-14T12:49:20,multi,234.97,10.4564,2456.91,2456.91,0.682483,16.4065,0.016406,0.1313,True,OVERLOAD: 2457W > 2000W limit; WARNING: Approaching limit (2457W)
2026-06-14T12:49:20,normal,229.4,0.8682,199.17,199.17,0.055325,12.9771,0.012977,0.1038,False,
2026-06-14T12:49:20,high,228.17,15.5737,3553.49,3553.49,0.987069,94.4613,0.094461,0.7557,True,OVERLOAD: 3553W > 2000W limit; WARNING: Approaching limit (3553W)
2026-06-14T12:49:20,overload,225.77,21.2593,4799.81,4799.81,1.333253,70.4589,0.070459,0.5637,True,OVERLOAD: 4800W > 2000W limit; WARNING: Approaching limit (4800W)
2026-06-14T12:49:21,multi,228.41,11.1624,2549.63,2549.63,0.708222,17.1147,0.017115,0.1369,True,OVERLOAD: 2550W > 2000W limit; WARNING: Approaching limit (2550W)
2026-06-14T12:49:21,normal,234.6,0.9754,228.82,228.82,0.063564,13.0407,0.013041,0.1043,True,SPIKE: Transient load spike detected
2026-06-14T12:49:21,high,226.46,15.1859,3438.95,3438.95,0.955278,95.4166,0.095417,0.7633,True,OVERLOAD: 3439W > 2000W limit; WARNING: Approaching limit (3439W)
2026-06-14T12:49:21,overload,231.61,20.5414,4757.55,4757.55,1.321553,71.7805,0.07178,0.5742,True,OVERLOAD: 4758W > 2000W limit; WARNING: Approaching limit (4758W)
2026-06-14T12:49:22,multi,226.79,10.5962,2403.12,2403.12,0.667531,17.7822,0.017782,0.1423,True,OVERLOAD: 2403W > 2000W limit; WARNING: Approaching limit (2403W)
2026-06-14T12:49:22,normal,228.59,0.8527,194.93,194.93,0.054144,13.0948,0.013095,0.1048,False,
2026-06-14T12:49:22,high,228.01,15.5339,3541.81,3541.81,0.983856,96.4004,0.0964,0.7712,True,OVERLOAD: 3542W > 2000W limit; WARNING: Approaching limit (3542W)
2026-06-14T12:49:22,overload,232.05,21.7611,5049.71,5049.71,1.402683,73.1832,0.073183,0.5855,True,OVERLOAD: 5050W > 2000W limit; WARNING: Approaching limit (5050W)
2026-06-14T12:49:23,multi,231.5,10.2187,2365.65,2365.65,0.657119,18.4393,0.018439,0.1475,True,OVERLOAD: 2366W > 2000W limit; WARNING: Approaching limit (2366W)
2026-06-14T12:49:23,normal,227.35,0.8369,190.26,190.26,0.052853,13.1477,0.013148,0.1052,False,
2026-06-14T12:49:23,high,225.57,14.8942,3359.69,3359.69,0.933244,97.3337,0.097334,0.7787,True,OVERLOAD: 3360W > 2000W limit; WARNING: Approaching limit (3360W)
2026-06-14T12:49:23,overload,233.53,21.9262,5120.37,5120.37,1.422342,74.6055,0.074606,0.5968,True,OVERLOAD: 5120W > 2000W limit; WARNING: Approaching limit (5120W)
2026-06-14T12:49:24,multi,228.04,11.3907,2597.54,2597.54,0.721539,19.1609,0.019161,0.1533,True,OVERLOAD: 2598W > 2000W limit; WARNING: Approaching limit (2598W)
2026-06-14T12:49:24,normal,234.86,0.795,186.72,186.72,0.051864,13.1995,0.0132,0.1056,False,
2026-06-14T12:49:24,high,228.31,14.8186,3383.18,3383.18,0.939786,98.2734,0.098273,0.7862,True,OVERLOAD: 3383W > 2000W limit; WARNING: Approaching limit (3383W)
2026-06-14T12:49:24,overload,228.12,23.0064,5248.25,5248.25,1.457839,76.0634,0.076063,0.6085,True,OVERLOAD: 5248W > 2000W limit; WARNING: Approaching limit (5248W)
2026-06-14T12:49:25,multi,226.58,11.4979,2605.22,2605.22,0.723664,19.8846,0.019885,0.1591,True,OVERLOAD: 2605W > 2000W limit; WARNING: Approaching limit (2605W)
2026-06-14T12:49:25,normal,227.06,0.8664,196.73,196.73,0.054644,13.2542,0.013254,0.106,False,
2026-06-14T12:49:25,high,233.79,14.702,3437.19,3437.19,0.954772,99.2282,0.099228,0.7938,True,OVERLOAD: 3437W > 2000W limit; WARNING: Approaching limit (3437W)
2026-06-14T12:49:25,overload,234.6,21.362,5011.54,5011.54,1.392092,77.4555,0.077455,0.6196,True,OVERLOAD: 5012W > 2000W limit; WARNING: Approaching limit (5012W)
2026-06-14T12:49:26,multi,227.05,11.4394,2597.35,2597.35,0.721478,20.606,0.020606,0.1648,True,OVERLOAD: 2597W > 2000W limit; WARNING: Approaching limit (2597W)
2026-06-14T12:49:26,normal,234.77,0.8221,193.0,193.0,0.053611,13.3078,0.013308,0.1065,False,
2026-06-14T12:49:26,high,227.6,15.2029,3460.24,3460.24,0.961161,100.1894,0.100189,0.8015,True,OVERLOAD: 3460W > 2000W limit; WARNING: Approaching limit (3460W)
2026-06-14T12:49:26,overload,229.82,21.4712,4934.51,4934.51,1.370697,78.8262,0.078826,0.6306,True,OVERLOAD: 4935W > 2000W limit; WARNING: Approaching limit (4935W)
2026-06-14T12:49:27,multi,230.25,11.1617,2570.0,2570.0,0.713883,21.3199,0.02132,0.1706,True,OVERLOAD: 2570W > 2000W limit; WARNING: Approaching limit (2570W)
2026-06-14T12:49:27,normal,228.29,0.8579,195.84,195.84,0.054403,13.3622,0.013362,0.1069,False,
2026-06-14T12:49:27,high,233.93,14.6962,3437.89,3437.89,0.954967,101.1443,0.101144,0.8092,True,OVERLOAD: 3438W > 2000W limit; WARNING: Approaching limit (3438W)
2026-06-14T12:49:27,overload,234.89,20.9406,4918.72,4918.72,1.366317,80.1925,0.080192,0.6415,True,OVERLOAD: 4919W > 2000W limit; WARNING: Approaching limit (4919W)
2026-06-14T12:49:28,multi,225.9,11.0482,2495.81,2495.81,0.693275,22.0132,0.022013,0.1761,True,OVERLOAD: 2496W > 2000W limit; WARNING: Approaching limit (2496W)
2026-06-14T12:49:28,normal,234.07,0.7788,182.29,182.29,0.050636,13.4128,0.013413,0.1073,False,
2026-06-14T12:49:28,high,229.73,14.9685,3438.67,3438.67,0.955197,102.0995,0.1021,0.8168,True,OVERLOAD: 3439W > 2000W limit; WARNING: Approaching limit (3439W)
2026-06-14T12:49:28,overload,226.5,22.0872,5002.73,5002.73,1.389653,81.5821,0.081582,0.6527,True,OVERLOAD: 5003W > 2000W limit; WARNING: Approaching limit (5003W)
2026-06-14T12:49:29,multi,231.22,10.57,2443.97,2443.97,0.678889,22.6921,0.022692,0.1815,True,OVERLOAD: 2444W > 2000W limit; WARNING: Approaching limit (2444W)
2026-06-14T12:49:29,normal,230.3,0.847,195.06,195.06,0.054183,13.467,0.013467,0.1077,False,
2026-06-14T12:49:29,high,228.34,14.4471,3298.8,3298.8,0.916347,103.0159,0.103016,0.8241,True,OVERLOAD: 3299W > 2000W limit; WARNING: Approaching limit (3299W)
2026-06-14T12:49:29,overload,233.27,22.0414,5141.7,5141.7,1.428222,83.0103,0.08301,0.6641,True,OVERLOAD: 5142W > 2000W limit; WARNING: Approaching limit (5142W)
2026-06-14T12:49:30,multi,232.22,11.0858,2574.34,2574.34,0.715094,23.4072,0.023407,0.1873,True,OVERLOAD: 2574W > 2000W limit; WARNING: Approaching limit (2574W)
2026-06-14T12:49:30,normal,234.41,0.8343,195.56,195.56,0.054325,13.5213,0.013521,0.1082,False,
2026-06-14T12:49:30,high,227.81,14.3599,3271.26,3271.26,0.908703,103.9246,0.103925,0.8314,True,OVERLOAD: 3271W > 2000W limit; WARNING: Approaching limit (3271W)
2026-06-14T12:49:30,overload,225.5,21.5448,4858.46,4858.46,1.349542,84.3599,0.08436,0.6749,True,OVERLOAD: 4858W > 2000W limit; WARNING: Approaching limit (4858W)
2026-06-14T12:49:31,multi,229.24,10.8348,2483.78,2483.78,0.689936,24.0971,0.024097,0.1928,True,OVERLOAD: 2484W > 2000W limit; WARNING: Approaching limit (2484W)
2026-06-14T12:49:31,normal,227.15,0.8763,199.06,199.06,0.055292,13.5766,0.013577,0.1086,False,
2026-06-14T12:49:31,high,232.3,15.1691,3523.71,3523.71,0.978828,104.9034,0.104903,0.8392,True,OVERLOAD: 3524W > 2000W limit; WARNING: Approaching limit (3524W)
2026-06-14T12:49:31,overload,233.48,21.5457,5030.47,5030.47,1.397358,85.7572,0.085757,0.6861,True,OVERLOAD: 5030W > 2000W limit; WARNING: Approaching limit (5030W)
2026-06-14T12:49:32,multi,232.06,11.2054,2600.36,2600.36,0.722314,24.8194,0.024819,0.1986,True,OVERLOAD: 2600W > 2000W limit; WARNING: Approaching limit (2600W)
2026-06-14T12:49:32,normal,225.11,0.8411,189.35,189.35,0.052594,13.6292,0.013629,0.109,False,
2026-06-14T12:49:32,high,227.5,14.24,3239.59,3239.59,0.899889,105.8033,0.105803,0.8464,True,OVERLOAD: 3240W > 2000W limit; WARNING: Approaching limit (3240W)
2026-06-14T12:49:32,overload,230.61,22.1726,5113.16,5113.16,1.420339,87.1776,0.087178,0.6974,True,OVERLOAD: 5113W > 2000W limit; WARNING: Approaching limit (5113W)
2026-06-14T12:49:33,multi,227.01,11.5092,2612.7,2612.7,0.72575,25.5452,0.025545,0.2044,True,OVERLOAD: 2613W > 2000W limit; WARNING: Approaching limit (2613W)
2026-06-14T12:49:33,normal,234.3,0.8078,189.27,189.27,0.052575,13.6818,0.013682,0.1095,False,
2026-06-14T12:49:33,high,230.92,15.0672,3479.29,3479.29,0.966478,106.7698,0.10677,0.8542,True,OVERLOAD: 3479W > 2000W limit; WARNING: Approaching limit (3479W)
2026-06-14T12:49:33,overload,231.24,22.0199,5091.84,5091.84,1.414411,88.592,0.088592,0.7087,True,OVERLOAD: 5092W > 2000W limit; WARNING: Approaching limit (5092W)
2026-06-14T12:49:34,multi,231.15,10.8006,2496.61,2496.61,0.693489,26.2387,0.026239,0.2099,True,OVERLOAD: 2497W > 2000W limit; WARNING: Approaching limit (2497W)
2026-06-14T12:49:34,normal,225.07,0.851,191.53,191.53,0.053203,13.735,0.013735,0.1099,False,
2026-06-14T12:49:34,high,233.38,15.0044,3501.67,3501.67,0.972703,107.7425,0.107742,0.8619,True,OVERLOAD: 3502W > 2000W limit; WARNING: Approaching limit (3502W)
2026-06-14T12:49:34,overload,233.29,21.8896,5106.52,5106.52,1.418506,90.0105,0.09001,0.7201,True,OVERLOAD: 5107W > 2000W limit; WARNING: Approaching limit (5107W)
2026-06-14T12:49:35,multi,229.8,11.0683,2543.54,2543.54,0.706528,26.9452,0.026945,0.2156,True,OVERLOAD: 2544W > 2000W limit; WARNING: Approaching limit (2544W)
